domain,english,igbo
technology,Peter uses a software.,Peter na-eji sọftụwia.
health,Obinna visited really the hospital today. immediately.,Obinna gara ụlọ ọgwụ taa.
food,Tomorrow bread very tastes good. carefully.,achịcha na-atọ ụtọ.
education,Quickly Every always doctor needs education. immediately.,dọkịta niile chọrọ agụmakwụkwọ.
general,The bag is old.,akpa ahụ dị ochie.
education,Today Grace studies in the examination. carefully.,Grace na-amụ na ule.
agriculture,Kindly maize often grows well. immediately.,ọka na-eto nke ọma.
education,Now Every really student needs education. immediately.,nwata akwụkwọ niile chọrọ agụmakwụkwọ.
transportation,Kindly Ada really boarded a bus. today.,Ada banyere bọs.
education,Kindly The always assignment is open. again.,ọrụ ụlọ meghere.
education,Tomorrow Every always engineer needs education. carefully.,injinia niile chọrọ agụmakwụkwọ.
transportation,Please The bicycle very arrived early. again.,igwe kwụ otu ebe rutere n'oge.
weather,Peter likes the storm.,Peter hụrụ oke ifufe n'anya.
general,Today David often has a phone. now.,David nwere ekwentị.
general,Today The computer very is old. now.,kọmputa ahụ dị ochie.
agriculture,John harvested tomato.,John kpọrọ tomato.
business,Kindly The trader visited Enugu. immediately.,Onye ahịa gara Enugu.
transportation,Kindly Emeka travelled always to Nigeria. immediately.,Emeka gara Naịjirịa.
food,Today rice always tastes good. now.,osikapa na-atọ ụtọ.
business,Today The trader always visited Enugu. now.,Onye ahịa gara Enugu.
weather,Kindly The cloud always is changing. carefully.,igwe ojii na-agbanwe.
general,Tomorrow Grace works well. immediately.,Grace na-arụ ọrụ nke ọma.
business,Chioma sold the phone.,Chioma rere ekwentị.
technology,Emeka repaired sometimes the mouse. immediately.,Emeka rụziri maụs.
education,Tomorrow The student is open.,nwa akwụkwọ meghere.
technology,Kindly David repaired very the internet. now.,David rụziri ịntanet.
health,The doctor treated cholera.,Dọkịta gwọrọ kọlera.
business,Quickly The trader very visited Nigeria. carefully.,Onye ahịa gara Naịjirịa.
health,Quickly The doctor treated flu. today.,Dọkịta gwọrọ oyi.
business,John sometimes bought beans.,John zụtara agwa.
general,Emeka has a chair.,Emeka nwere oche.
food,Tomorrow meat sometimes tastes good. carefully.,anụ na-atọ ụtọ.
health,The doctor treated flu.,Dọkịta gwọrọ oyi.
technology,Chinedu repaired the website.,Chinedu rụziri weebụsaịtị.
business,The trader visited Kano.,Onye ahịa gara Kano.
education,Mary studies in the assignment.,Mary na-amụ na ọrụ ụlọ.
government,Kindly The election announced very a meeting. now.,ntuli aka kwupụtara nzukọ.
weather,Obinna likes the weather.,Obinna hụrụ ihu igwe n'anya.
health,Peter visited the hospital today.,Peter gara ụlọ ọgwụ taa.
business,Today The trader sometimes visited Nigeria. again.,Onye ahịa gara Naịjirịa.
weather,Please There is sometimes wind today. again.,ifufe dị taa.
food,Today Chioma often ate soup. carefully.,Chioma riri ofe.
technology,Tomorrow Ada repaired sometimes the software. now.,Ada rụziri sọftụwia.
government,The election very was peaceful. carefully.,Ntuli aka gara nke ọma.
technology,Peter repaired the computer.,Peter rụziri kọmputa.
government,Please John often met the senator. carefully.,John zutere senetọ.
weather,The wind is changing.,ifufe na-agbanwe.
health,Obinna has flu.,Obinna nwere oyi.
transportation,Tomorrow Mary travelled to Nigeria.,Mary gara Naịjirịa.
weather,Kindly Chinedu likes sometimes the wind. carefully.,Chinedu hụrụ ifufe n'anya.
government,Quickly Mary often met the election.,Mary zutere ntuli aka.
agriculture,Tomorrow Mary very harvested pepper. again.,Mary kpọrọ ose.
health,Chioma has fever.,Chioma nwere ahụ ọkụ.
technology,Quickly The mouse very is new. carefully.,maụs ahụ dị ọhụrụ.
business,Quickly Obinna always bought rice. now.,Obinna zụtara osikapa.
food,Tomorrow meat often tastes good. again.,anụ na-atọ ụtọ.
health,Now Chioma often has malaria. again.,Chioma nwere iba.
health,Kindly The doctor always treated typhoid.,Dọkịta gwọrọ taịfọd.
business,Please Peter sold the chair. carefully.,Peter rere oche.
food,Grace cooked garri.,Grace siri garri.
weather,Quickly David very likes the weather. immediately.,David hụrụ ihu igwe n'anya.
technology,Now Grace always repaired the computer. again.,Grace rụziri kọmputa.
weather,Quickly The often sun is changing. again.,anwụ na-agbanwe.
health,Quickly John very has diabetes. again.,John nwere shuga.
government,Peter met the president.,Peter zutere onye isi ala.
government,David met the governor.,David zutere gọvanọ.
food,Obinna cooked rice.,Obinna siri osikapa.
general,Today Chioma will often buy tomorrow. immediately.,Chioma ga zụ echi.
health,Quickly The sometimes doctor treated flu. immediately.,Dọkịta gwọrọ oyi.
education,Emeka studies in the teacher.,Emeka na-amụ na onye nkuzi.
business,Now The trader very visited Lagos. again.,Onye ahịa gara Lagos.
general,David works quickly.,David na-arụ ọrụ ngwa ngwa.
weather,Today Mary likes always the weather. again.,Mary hụrụ ihu igwe n'anya.
food,John ate meat.,John riri anụ.
food,Today garri sometimes tastes good. immediately.,garri na-atọ ụtọ.
general,Emeka is a electrician.,Emeka bụ onye ọkụ eletrik.
general,John will sell tomorrow.,John ga ree echi.
health,Quickly Chinedu very has malaria. again.,Chinedu nwere iba.
weather,Please The sometimes cloud is changing.,igwe ojii na-agbanwe.
government,Tomorrow Ada met the minister. now.,Ada zutere mịnista.
government,Now Mary met really the minister. today.,Mary zutere mịnista.
general,John works carefully.,John na-arụ ọrụ nlezianya.
food,Peter often ate soup.,Peter riri ofe.
agriculture,Today Obinna really harvested rice. carefully.,Obinna kpọrọ osikapa.
business,The trader visited Onitsha. again.,Onye ahịa gara Ọnịcha.
health,Today The often doctor treated flu.,Dọkịta gwọrọ oyi.
general,Kindly Chioma sometimes will go tomorrow.,Chioma ga gaa echi.
technology,Tomorrow Chioma repaired always the computer. immediately.,Chioma rụziri kọmputa.
education,Tomorrow Emeka studies in the school. carefully.,Emeka na-amụ na ụlọ akwụkwọ.
agriculture,Kindly cocoyam really grows well. immediately.,ede na-eto nke ọma.
business,The trader visited Enugu.,Onye ahịa gara Enugu.
government,Emeka met the senator.,Emeka zutere senetọ.
health,The doctor treated malaria.,Dọkịta gwọrọ iba.
agriculture,The farmer planted vegetable.,Onye ọrụ ugbo kụrụ akwukwo nri.
general,Emeka lives in Kano.,Emeka bi na Kano.
technology,Please Peter always repaired the computer.,Peter rụziri kọmputa.
general,Now Mary is a soldier. now.,Mary bụ onye agha.
agriculture,Today The farmer very planted rice. again.,Onye ọrụ ugbo kụrụ osikapa.
health,David has cholera.,David nwere kọlera.
agriculture,The farmer always planted cassava. today.,Onye ọrụ ugbo kụrụ akpụ.
business,Please Mary very bought meat. immediately.,Mary zụtara anụ.
technology,Kindly Chinedu really uses a internet. again.,Chinedu na-eji ịntanet.
transportation,Now The always road arrived early. immediately.,ụzọ rutere n'oge.
transportation,Kindly The very airport arrived early. immediately.,ọdụ ụgbọ elu rutere n'oge.
weather,Quickly Mary likes the storm. now.,Mary hụrụ oke ifufe n'anya.
weather,Today Chinedu likes very the weather.,Chinedu hụrụ ihu igwe n'anya.
health,Quickly Emeka often visited the hospital today. now.,Emeka gara ụlọ ọgwụ taa.
food,Please Mary sometimes ate beans. now.,Mary riri agwa.
business,Quickly David sold sometimes the book. again.,David rere akwụkwọ.
agriculture,Ada harvested yam.,Ada kpọrọ ji.
technology,Ada repaired the internet.,Ada rụziri ịntanet.
agriculture,Quickly The farmer planted yam. now.,Onye ọrụ ugbo kụrụ ji.
agriculture,Today Peter really harvested vegetable. now.,Peter kpọrọ akwukwo nri.
government,Today The often election was peaceful. today.,Ntuli aka gara nke ọma.
business,Kindly Grace often bought garri.,Grace zụtara garri.
government,Mary met the governor.,Mary zutere gọvanọ.
food,Tomorrow yam sometimes tastes good. today.,ji na-atọ ụtọ.
agriculture,Please The often farmer planted vegetable. immediately.,Onye ọrụ ugbo kụrụ akwukwo nri.
health,Today The doctor often treated fever. now.,Dọkịta gwọrọ ahụ ọkụ.
transportation,Grace boarded a car.,Grace banyere ụgbọala.
transportation,Today Grace really travelled to Abuja. again.,Grace gara Abuja.
general,Ada has a bag.,Ada nwere akpa.
transportation,Please The airport often arrived early. today.,ọdụ ụgbọ elu rutere n'oge.
food,Grace cooked soup.,Grace siri ofe.
food,Emeka cooked soup.,Emeka siri ofe.
health,Ada has typhoid.,Ada nwere taịfọd.
agriculture,Kindly Emeka sometimes harvested yam. now.,Emeka kpọrọ ji.
business,Quickly The often trader visited Abuja. now.,Onye ahịa gara Abuja.
agriculture,Today The really farmer planted yam. today.,Onye ọrụ ugbo kụrụ ji.
transportation,Please John travelled to Nigeria. carefully.,John gara Naịjirịa.
government,Grace always met the governor. again.,Grace zutere gọvanọ.
food,John cooked rice.,John siri osikapa.
business,Tomorrow Chinedu very bought meat. immediately.,Chinedu zụtara anụ.
business,Grace bought egg.,Grace zụtara akwa.
agriculture,Now vegetable very grows well. carefully.,akwukwo nri na-eto nke ọma.
food,Please Peter really cooked egg. again.,Peter siri akwa.
agriculture,Grace harvested pepper.,Grace kpọrọ ose.
general,Chinedu will very eat tomorrow. immediately.,Chinedu ga rie echi.
government,Now The minister very announced a meeting. carefully.,mịnista kwupụtara nzukọ.
food,Please cassava always tastes good. today.,akpụ na-atọ ụtọ.
government,Chioma met the president.,Chioma zutere onye isi ala.
business,John sold the bag.,John rere akpa.
food,Kindly cassava very tastes good. again.,akpụ na-atọ ụtọ.
education,Now Every nurse often needs education. again.,nọọsụ niile chọrọ agụmakwụkwọ.
weather,Peter likes the rain.,Peter hụrụ mmiri ozuzo n'anya.
transportation,Grace boarded a airport.,Grace banyere ọdụ ụgbọ elu.
agriculture,Peter harvested rice.,Peter kpọrọ osikapa.
food,Today Chinedu very ate bread. carefully.,Chinedu riri achịcha.
technology,Chioma repaired the website. now.,Chioma rụziri weebụsaịtị.
general,Mary will write tomorrow.,Mary ga dee echi.
technology,Chioma uses sometimes a keyboard. again.,Chioma na-eji kiibọdụ.
education,Tomorrow Emeka studies often in the teacher. today.,Emeka na-amụ na onye nkuzi.
food,Obinna ate soup.,Obinna riri ofe.
education,Quickly Obinna very studies in the school. immediately.,Obinna na-amụ na ụlọ akwụkwọ.
business,Kindly Ada sold really the book.,Ada rere akwụkwọ.
food,Obinna cooked egg.,Obinna siri akwa.
health,Please David has flu.,David nwere oyi.
government,Please John met really the senator. carefully.,John zutere senetọ.
technology,Quickly Emeka uses a database. now.,Emeka na-eji ụlọ nchekwa data.
technology,Now The sometimes software is new. again.,sọftụwia ahụ dị ọhụrụ.
transportation,David boarded a bicycle.,David banyere igwe kwụ otu ebe.
general,Please Obinna sometimes will sell tomorrow. immediately.,Obinna ga ree echi.
food,Kindly Mary very cooked cassava. immediately.,Mary siri akpụ.
business,Tomorrow Obinna very bought beans. immediately.,Obinna zụtara agwa.
transportation,Peter boarded a airport.,Peter banyere ọdụ ụgbọ elu.
government,Chinedu met the election.,Chinedu zutere ntuli aka.
general,Today Chioma often is a doctor. now.,Chioma bụ dọkịta.
technology,Quickly Obinna uses very a database.,Obinna na-eji ụlọ nchekwa data.
government,Now John very met the government. again.,John zutere gọọmenti.
technology,Quickly Chinedu very repaired the keyboard. carefully.,Chinedu rụziri kiibọdụ.
health,Please The doctor very treated malaria.,Dọkịta gwọrọ iba.
agriculture,Quickly Mary often harvested tomato. carefully.,Mary kpọrọ tomato.
food,Chioma ate yam.,Chioma riri ji.
business,Ada bought cassava.,Ada zụtara akpụ.
government,Tomorrow The election really was peaceful. carefully.,Ntuli aka gara nke ọma.
weather,Chinedu likes the weather.,Chinedu hụrụ ihu igwe n'anya.
technology,Today The database often is new. immediately.,ụlọ nchekwa data ahụ dị ọhụrụ.
health,David has diabetes.,David nwere shuga.
general,Quickly Peter always will eat tomorrow. carefully.,Peter ga rie echi.
food,Kindly rice sometimes tastes good. carefully.,osikapa na-atọ ụtọ.
business,Quickly The trader really visited Kano. today.,Onye ahịa gara Kano.
food,Grace often ate cassava. now.,Grace riri akpụ.
weather,Kindly There is often wind today. immediately.,ifufe dị taa.
weather,Peter likes the sun.,Peter hụrụ anwụ n'anya.
business,Quickly Obinna sold the car. again.,Obinna rere ụgbọala.
education,Peter studies in the assignment.,Peter na-amụ na ọrụ ụlọ.
government,Peter met the senator.,Peter zutere senetọ.
transportation,Mary travelled to Onitsha.,Mary gara Ọnịcha.
general,Obinna is a driver.,Obinna bụ onye ọkwọ ụgbọala.
transportation,Now Chioma often boarded a bicycle. now.,Chioma banyere igwe kwụ otu ebe.
agriculture,Today David sometimes harvested maize.,David kpọrọ ọka.
technology,The internet is new.,ịntanet ahụ dị ọhụrụ.
technology,Tomorrow Mary repaired the database. now.,Mary rụziri ụlọ nchekwa data.
technology,Kindly Obinna always uses a mouse. carefully.,Obinna na-eji maụs.
business,Please The really trader visited Lagos. today.,Onye ahịa gara Lagos.
technology,Tomorrow David always repaired the software. immediately.,David rụziri sọftụwia.
government,Chioma met very the governor. today.,Chioma zutere gọvanọ.
health,Quickly Emeka very has malaria.,Emeka nwere iba.
weather,Kindly Emeka likes often the weather.,Emeka hụrụ ihu igwe n'anya.
agriculture,Kindly yam grows well. now.,ji na-eto nke ọma.
general,John will buy tomorrow.,John ga zụ echi.
transportation,Today David very travelled to Abuja. again.,David gara Abuja.
government,Today The minister always announced a meeting.,mịnista kwupụtara nzukọ.
technology,Peter uses a keyboard.,Peter na-eji kiibọdụ.
agriculture,Tomorrow Peter very harvested cocoyam. immediately.,Peter kpọrọ ede.
government,Tomorrow The senator announced always a meeting. now.,senetọ kwupụtara nzukọ.
general,Kindly Grace is a doctor. again.,Grace bụ dọkịta.
health,Quickly Chioma visited the sometimes hospital today. carefully.,Chioma gara ụlọ ọgwụ taa.
agriculture,cassava grows well.,akpụ na-eto nke ọma.
government,Quickly Peter met the president. immediately.,Peter zutere onye isi ala.
health,John has fever.,John nwere ahụ ọkụ.
government,Obinna met the senator.,Obinna zutere senetọ.
health,Today Emeka visited the hospital today. again.,Emeka gara ụlọ ọgwụ taa.
weather,Emeka likes the cloud.,Emeka hụrụ igwe ojii n'anya.
agriculture,Quickly The often farmer planted maize. immediately.,Onye ọrụ ugbo kụrụ ọka.
education,Today Grace really studies in the teacher. immediately.,Grace na-amụ na onye nkuzi.
food,Mary ate meat.,Mary riri anụ.
business,Please The very trader visited Onitsha. now.,Onye ahịa gara Ọnịcha.
weather,Kindly Chinedu likes sometimes the wind. immediately.,Chinedu hụrụ ifufe n'anya.
education,The examination is open.,ule meghere.
transportation,Tomorrow David boarded often a car. carefully.,David banyere ụgbọala.
transportation,Mary travelled always to Nigeria. carefully.,Mary gara Naịjirịa.
food,Quickly Grace really cooked soup. carefully.,Grace siri ofe.
business,Tomorrow David sold really the bag. now.,David rere akpa.
food,Now soup really tastes good. again.,ofe na-atọ ụtọ.
government,Please The president announced a meeting.,onye isi ala kwupụtara nzukọ.
general,Quickly Emeka really works well. carefully.,Emeka na-arụ ọrụ nke ọma.
health,Today Grace really visited the hospital today. carefully.,Grace gara ụlọ ọgwụ taa.
weather,Chioma likes the cloud.,Chioma hụrụ igwe ojii n'anya.
agriculture,Today Emeka harvested cocoyam. again.,Emeka kpọrọ ede.
business,Chioma sold the chair.,Chioma rere oche.
food,yam tastes good. today.,ji na-atọ ụtọ.
government,The election was peaceful.,Ntuli aka gara nke ọma.
technology,Obinna repaired the software.,Obinna rụziri sọftụwia.
technology,Tomorrow The internet is new.,ịntanet ahụ dị ọhụrụ.
education,Mary studies in the student.,Mary na-amụ na nwa akwụkwọ.
education,Now The examination very is open. now.,ule meghere.
transportation,Ada boarded always a car. now.,Ada banyere ụgbọala.
general,Peter works slowly.,Peter na-arụ ọrụ nwayọọ.
general,Quickly Peter very is a teacher. today.,Peter bụ onye nkuzi.
education,Today Emeka studies often in the teacher. today.,Emeka na-amụ na onye nkuzi.
education,Grace studies in the examination.,Grace na-amụ na ule.
government,Obinna met the government.,Obinna zutere gọọmenti.
education,Tomorrow The classroom always is open. now.,ụlọ klas meghere.
government,The sometimes president announced a meeting. again.,onye isi ala kwupụtara nzukọ.
business,Kindly The sometimes trader visited Enugu. now.,Onye ahịa gara Enugu.
health,Kindly Mary really visited the hospital today. again.,Mary gara ụlọ ọgwụ taa.
general,Quickly Obinna has really a bag. immediately.,Obinna nwere akpa.
food,Grace cooked cassava.,Grace siri akpụ.
general,Kindly Ada is often a trader. now.,Ada bụ onye ahịa.
general,Tomorrow Grace has a table. today.,Grace nwere tebụl.
transportation,Kindly The bus often arrived early. carefully.,bọs rutere n'oge.
weather,Please There sometimes is cloud today.,igwe ojii dị taa.
food,Please bread sometimes tastes good.,achịcha na-atọ ụtọ.
government,Tomorrow The government always announced a meeting. today.,gọọmenti kwupụtara nzukọ.
weather,Chinedu likes the wind.,Chinedu hụrụ ifufe n'anya.
technology,The website is new.,weebụsaịtị ahụ dị ọhụrụ.
transportation,Emeka boarded a airport.,Emeka banyere ọdụ ụgbọ elu.
transportation,Peter travelled to Owerri.,Peter gara Owerri.
technology,Today Chioma really repaired the software. carefully.,Chioma rụziri sọftụwia.
transportation,Grace boarded often a bicycle. now.,Grace banyere igwe kwụ otu ebe.
business,Tomorrow John sold sometimes the phone. immediately.,John rere ekwentị.
government,Now Chioma met often the president. now.,Chioma zutere onye isi ala.
education,Now The library really is open. immediately.,ọba akwụkwọ meghere.
education,Kindly Every tailor needs education. again.,onye akwa niile chọrọ agụmakwụkwọ.
general,David has a car.,David nwere ụgbọala.
food,Kindly garri very tastes good. carefully.,garri na-atọ ụtọ.
general,David is really a teacher. again.,David bụ onye nkuzi.
health,The often doctor treated fever. again.,Dọkịta gwọrọ ahụ ọkụ.
weather,There often is cloud today. immediately.,igwe ojii dị taa.
weather,There is often sun today. immediately.,anwụ dị taa.
technology,John uses a database.,John na-eji ụlọ nchekwa data.
health,Please Obinna visited the really hospital today.,Obinna gara ụlọ ọgwụ taa.
transportation,Grace boarded a bus.,Grace banyere bọs.
agriculture,Today The very farmer planted tomato. carefully.,Onye ọrụ ugbo kụrụ tomato.
transportation,Chinedu travelled to Nigeria.,Chinedu gara Naịjirịa.
government,Please Emeka really met the minister. today.,Emeka zutere mịnista.
agriculture,Chinedu harvested cassava.,Chinedu kpọrọ akpụ.
technology,Please John uses really a mouse. now.,John na-eji maụs.
technology,Today Emeka repaired the software. again.,Emeka rụziri sọftụwia.
weather,Tomorrow Ada sometimes likes the weather. carefully.,Ada hụrụ ihu igwe n'anya.
weather,Now There is very weather today. again.,ihu igwe dị taa.
business,Ada sold the car.,Ada rere ụgbọala.
business,Today Peter sometimes bought egg. carefully.,Peter zụtara akwa.
general,Today Obinna lives sometimes in Abuja.,Obinna bi na Abuja.
food,Kindly Peter often cooked bread. immediately.,Peter siri achịcha.
technology,Kindly The hardware sometimes is new. carefully.,họdụwia ahụ dị ọhụrụ.
technology,Quickly The very mouse is new. today.,maụs ahụ dị ọhụrụ.
business,Ada bought meat.,Ada zụtara anụ.
business,Today Peter sold very the bag. today.,Peter rere akpa.
technology,Kindly Peter often repaired the software. again.,Peter rụziri sọftụwia.
agriculture,Today cocoyam very grows well. now.,ede na-eto nke ọma.
general,Emeka will sell tomorrow.,Emeka ga ree echi.
food,Quickly soup sometimes tastes good.,ofe na-atọ ụtọ.
general,Tomorrow Peter works slowly. immediately.,Peter na-arụ ọrụ nwayọọ.
weather,Ada likes the rain.,Ada hụrụ mmiri ozuzo n'anya.
transportation,Kindly The very car arrived early. carefully.,ụgbọala rutere n'oge.
technology,David repaired the database.,David rụziri ụlọ nchekwa data.
transportation,Chinedu boarded a road.,Chinedu banyere ụzọ.
technology,Please Chioma uses a software.,Chioma na-eji sọftụwia.
health,Please The doctor really treated fever. today.,Dọkịta gwọrọ ahụ ọkụ.
government,Quickly Ada always met the election. immediately.,Ada zutere ntuli aka.
business,Emeka bought rice.,Emeka zụtara osikapa.
food,Obinna cooked fish.,Obinna siri azụ.
transportation,Obinna travelled to Onitsha.,Obinna gara Ọnịcha.
food,Today Ada sometimes cooked garri. today.,Ada siri garri.
transportation,Please The car sometimes arrived early. immediately.,ụgbọala rutere n'oge.
business,Now Mary often bought yam. again.,Mary zụtara ji.
health,Quickly Obinna really has flu. carefully.,Obinna nwere oyi.
general,David will sell tomorrow.,David ga ree echi.
health,Tomorrow Peter visited the hospital today. immediately.,Peter gara ụlọ ọgwụ taa.
general,Mary works well.,Mary na-arụ ọrụ nke ọma.
general,Tomorrow The often book is big. again.,akwụkwọ ahụ dị ukwu.
transportation,Now The always bicycle arrived early. now.,igwe kwụ otu ebe rutere n'oge.
food,Today Chinedu always cooked cassava. now.,Chinedu siri akpụ.
agriculture,Tomorrow maize sometimes grows well. immediately.,ọka na-eto nke ọma.
general,Emeka has a table.,Emeka nwere tebụl.
transportation,Please Emeka really boarded a airport. immediately.,Emeka banyere ọdụ ụgbọ elu.
education,Please Peter very studies in the assignment. carefully.,Peter na-amụ na ọrụ ụlọ.
general,Kindly Chioma is a very police officer. immediately.,Chioma bụ onye uwe ojii.
business,Obinna sold the chair.,Obinna rere oche.
food,Chioma cooked soup.,Chioma siri ofe.
education,Emeka studies in the classroom.,Emeka na-amụ na ụlọ klas.
agriculture,Kindly Ada often harvested cassava.,Ada kpọrọ akpụ.
agriculture,The really farmer planted rice. today.,Onye ọrụ ugbo kụrụ osikapa.
agriculture,Quickly The farmer very planted yam. again.,Onye ọrụ ugbo kụrụ ji.
general,Kindly Chinedu has often a table. today.,Chinedu nwere tebụl.
transportation,Grace boarded a road.,Grace banyere ụzọ.
agriculture,Tomorrow The very farmer planted vegetable. now.,Onye ọrụ ugbo kụrụ akwukwo nri.
business,Kindly Ada always sold the computer. today.,Ada rere kọmputa.
transportation,Quickly Emeka really boarded a airport. immediately.,Emeka banyere ọdụ ụgbọ elu.
agriculture,David harvested rice.,David kpọrọ osikapa.
general,Ada lives in Kano.,Ada bi na Kano.
government,Now John met very the election. again.,John zutere ntuli aka.
food,Kindly yam very tastes good. immediately.,ji na-atọ ụtọ.
transportation,Kindly Peter always boarded a motorcycle. now.,Peter banyere ọkada.
health,Now David visited the hospital today. now.,David gara ụlọ ọgwụ taa.
general,Ada will learn tomorrow.,Ada ga mụ echi.
technology,David uses a software.,David na-eji sọftụwia.
general,Ada really lives in Nigeria. again.,Ada bi na Naịjirịa.
weather,Tomorrow The always weather is changing. again.,ihu igwe na-agbanwe.
education,Every electrician needs education.,onye ọkụ eletrik niile chọrọ agụmakwụkwọ.
weather,Today Chioma often likes the storm. carefully.,Chioma hụrụ oke ifufe n'anya.
business,Tomorrow The trader visited Owerri. today.,Onye ahịa gara Owerri.
transportation,Kindly Emeka travelled very to Owerri. now.,Emeka gara Owerri.
technology,Tomorrow Ada often repaired the keyboard. today.,Ada rụziri kiibọdụ.
technology,Today Emeka uses very a computer. carefully.,Emeka na-eji kọmputa.
agriculture,Chioma harvested vegetable.,Chioma kpọrọ akwukwo nri.
education,Today Every mechanic very needs education.,onye nrụzi ụgbọala niile chọrọ agụmakwụkwọ.
food,cassava tastes good.,akpụ na-atọ ụtọ.
weather,Quickly Peter likes the wind. now.,Peter hụrụ ifufe n'anya.
education,Every engineer needs education. immediately.,injinia niile chọrọ agụmakwụkwọ.
technology,Quickly Grace often uses a computer. carefully.,Grace na-eji kọmputa.
technology,Chioma uses a database.,Chioma na-eji ụlọ nchekwa data.
food,Emeka ate cassava.,Emeka riri akpụ.
general,Peter works carefully.,Peter na-arụ ọrụ nlezianya.
business,Please Ada really sold the computer.,Ada rere kọmputa.
technology,The keyboard is new.,kiibọdụ ahụ dị ọhụrụ.
government,Today The government announced a meeting. now.,gọọmenti kwupụtara nzukọ.
weather,Now The sometimes storm is changing.,oke ifufe na-agbanwe.
technology,Please Peter always repaired the website. today.,Peter rụziri weebụsaịtị.
transportation,Now The always bus arrived early. again.,bọs rutere n'oge.
technology,Emeka repaired the internet.,Emeka rụziri ịntanet.
food,Peter cooked yam.,Peter siri ji.
transportation,Now Peter travelled often to Owerri. today.,Peter gara Owerri.
health,Now Peter very has typhoid. immediately.,Peter nwere taịfọd.
health,John has malaria.,John nwere iba.
business,Today The trader often visited Enugu. now.,Onye ahịa gara Enugu.
weather,Kindly Obinna always likes the cloud. now.,Obinna hụrụ igwe ojii n'anya.
business,Now The always trader visited Onitsha. again.,Onye ahịa gara Ọnịcha.
transportation,Chinedu always travelled to Nigeria.,Chinedu gara Naịjirịa.
technology,Now Ada repaired always the website. carefully.,Ada rụziri weebụsaịtị.
transportation,Today Ada really boarded a car. immediately.,Ada banyere ụgbọala.
health,Now Chinedu visited often the hospital today. carefully.,Chinedu gara ụlọ ọgwụ taa.
weather,Today There really is cloud today. today.,igwe ojii dị taa.
education,Chioma studies in the examination.,Chioma na-amụ na ule.
agriculture,rice grows well.,osikapa na-eto nke ọma.
transportation,Today Ada often travelled to Abuja. today.,Ada gara Abuja.
health,Please David often has fever. carefully.,David nwere ahụ ọkụ.
business,Grace sold the bag.,Grace rere akpa.
general,The book is small.,akwụkwọ ahụ dị obere.
general,Now The sometimes table is small.,tebụl ahụ dị obere.
transportation,Quickly The sometimes airport arrived early. again.,ọdụ ụgbọ elu rutere n'oge.
business,Today John bought egg. again.,John zụtara akwa.
general,Chioma is a police officer.,Chioma bụ onye uwe ojii.
transportation,Tomorrow The road arrived early. immediately.,ụzọ rutere n'oge.
transportation,Quickly Grace boarded really a bus. today.,Grace banyere bọs.
business,John sold the chair.,John rere oche.
food,Quickly fish sometimes tastes good. immediately.,azụ na-atọ ụtọ.
government,The governor announced a meeting.,gọvanọ kwupụtara nzukọ.
weather,Today Peter likes really the sun. carefully.,Peter hụrụ anwụ n'anya.
education,Tomorrow Every police officer always needs education. today.,onye uwe ojii niile chọrọ agụmakwụkwọ.
general,Obinna is a nurse.,Obinna bụ nọọsụ.
technology,David uses a mouse.,David na-eji maụs.
agriculture,Now maize really grows well. again.,ọka na-eto nke ọma.
business,Tomorrow The trader visited Lagos. immediately.,Onye ahịa gara Lagos.
agriculture,maize very grows well. again.,ọka na-eto nke ọma.
technology,Mary sometimes repaired the database. carefully.,Mary rụziri ụlọ nchekwa data.
general,Ada lives in Lagos.,Ada bi na Lagos.
food,Please David sometimes cooked fish. carefully.,David siri azụ.
health,Quickly David has diabetes. again.,David nwere shuga.
health,The doctor treated cholera. today.,Dọkịta gwọrọ kọlera.
health,Now David visited the really hospital today. now.,David gara ụlọ ọgwụ taa.
education,John studies in the classroom.,John na-amụ na ụlọ klas.
general,Today Emeka always is a mechanic.,Emeka bụ onye nrụzi ụgbọala.
food,Ada very ate beans. immediately.,Ada riri agwa.
food,Ada ate meat.,Ada riri anụ.
general,Now Mary sometimes works slowly. immediately.,Mary na-arụ ọrụ nwayọọ.
weather,Today David likes very the sun.,David hụrụ anwụ n'anya.
government,Kindly The election really announced a meeting. again.,ntuli aka kwupụtara nzukọ.
food,Ada cooked garri.,Ada siri garri.
food,Chinedu ate bread.,Chinedu riri achịcha.
government,Please The government always announced a meeting. immediately.,gọọmenti kwupụtara nzukọ.
weather,Mary likes the sun.,Mary hụrụ anwụ n'anya.
agriculture,Obinna harvested tomato.,Obinna kpọrọ tomato.
education,Today Every often doctor needs education. carefully.,dọkịta niile chọrọ agụmakwụkwọ.
business,Now Emeka very bought soup. immediately.,Emeka zụtara ofe.
health,Quickly Emeka has fever. carefully.,Emeka nwere ahụ ọkụ.
general,Peter will write tomorrow.,Peter ga dee echi.
education,Now John studies really in the classroom. today.,John na-amụ na ụlọ klas.
business,Please The trader visited Enugu.,Onye ahịa gara Enugu.
education,Kindly Ada studies in the assignment. carefully.,Ada na-amụ na ọrụ ụlọ.
agriculture,The farmer planted cassava.,Onye ọrụ ugbo kụrụ akpụ.
business,Tomorrow Chioma sold the phone. immediately.,Chioma rere ekwentị.
general,Ada lives in Owerri.,Ada bi na Owerri.
technology,Now Ada uses really a keyboard. today.,Ada na-eji kiibọdụ.
