domain,english,igbo
transportation,Please Obinna travelled to Enugu. immediately.,Obinna gara Enugu.
general,Kindly Obinna sometimes is a driver. now.,Obinna bụ onye ọkwọ ụgbọala.
food,Quickly Grace really cooked soup. carefully.,Grace siri ofe.
business,Today The trader visited Onitsha.,Onye ahịa gara Ọnịcha.
transportation,Please The car sometimes arrived early. immediately.,ụgbọala rutere n'oge.
education,Today Every often trader needs education.,onye ahịa niile chọrọ agụmakwụkwọ.
transportation,Tomorrow Emeka often travelled to Kano. carefully.,Emeka gara Kano.
weather,The often wind is changing. again.,ifufe na-agbanwe.
government,Quickly The always election was peaceful. immediately.,Ntuli aka gara nke ọma.
transportation,Tomorrow The airport sometimes arrived early. immediately.,ọdụ ụgbọ elu rutere n'oge.
transportation,Tomorrow Grace boarded always a road. now.,Grace banyere ụzọ.
business,Obinna bought yam.,Obinna zụtara ji.
business,Please Obinna very bought yam. today.,Obinna zụtara ji.
technology,The always hardware is new. immediately.,họdụwia ahụ dị ọhụrụ.
business,Mary bought soup.,Mary zụtara ofe.
business,Mary sometimes bought soup. again.,Mary zụtara ofe.
business,Chinedu sold the chair.,Chinedu rere oche.
business,Tomorrow Chinedu sometimes sold the chair. now.,Chinedu rere oche.
transportation,Now The sometimes bus arrived early. carefully.,bọs rutere n'oge.
education,Quickly The student really is open. again.,nwa akwụkwọ meghere.
general,Now The sometimes table is small.,tebụl ahụ dị obere.
business,Quickly The trader often visited Enugu. immediately.,Onye ahịa gara Enugu.
technology,Quickly The website is new. immediately.,weebụsaịtị ahụ dị ọhụrụ.
government,Grace sometimes met the president. again.,Grace zutere onye isi ala.
transportation,Chinedu really boarded a motorcycle.,Chinedu banyere ọkada.
transportation,Peter travelled to Lagos.,Peter gara Lagos.
transportation,Today Peter travelled to Lagos. immediately.,Peter gara Lagos.
technology,Please Emeka really uses a website. immediately.,Emeka na-eji weebụsaịtị.
general,Today The always car is old. carefully.,ụgbọala ahụ dị ochie.
education,Now The classroom always is open. immediately.,ụlọ klas meghere.
general,John lives in Enugu. carefully.,John bi na Enugu.
business,Ada bought egg.,Ada zụtara akwa.
business,Ada always bought egg. carefully.,Ada zụtara akwa.
technology,Chioma uses a internet.,Chioma na-eji ịntanet.
technology,Now Chioma uses a internet. carefully.,Chioma na-eji ịntanet.
business,Please The trader visited Enugu.,Onye ahịa gara Enugu.
technology,John repaired the keyboard.,John rụziri kiibọdụ.
technology,Please John really repaired the keyboard.,John rụziri kiibọdụ.
weather,Now The really rain is changing.,mmiri ozuzo na-agbanwe.
weather,Tomorrow The wind is changing.,ifufe na-agbanwe.
business,John sold the phone.,John rere ekwentị.
business,Tomorrow John sold sometimes the phone. immediately.,John rere ekwentị.
transportation,Tomorrow David boarded a car. today.,David banyere ụgbọala.
general,David has a car.,David nwere ụgbọala.
general,Now David has a car. immediately.,David nwere ụgbọala.
transportation,John travelled to Owerri.,John gara Owerri.
transportation,John really travelled to Owerri. immediately.,John gara Owerri.
agriculture,Quickly cocoyam really grows well. today.,ede na-eto nke ọma.
weather,Today The rain is changing. carefully.,mmiri ozuzo na-agbanwe.
food,Ada cooked egg.,Ada siri akwa.
food,Quickly Ada really cooked egg. carefully.,Ada siri akwa.
government,Today The government announced a meeting. now.,gọọmenti kwupụtara nzukọ.
transportation,Quickly Chinedu boarded always a airport. today.,Chinedu banyere ọdụ ụgbọ elu.
government,Kindly The election sometimes was peaceful.,Ntuli aka gara nke ọma.
food,Tomorrow yam sometimes tastes good. today.,ji na-atọ ụtọ.
business,Kindly The trader visited Enugu. immediately.,Onye ahịa gara Enugu.
agriculture,Quickly maize grows well. today.,ọka na-eto nke ọma.
education,Tomorrow Obinna very studies in the teacher. carefully.,Obinna na-amụ na onye nkuzi.
technology,Today The very hardware is new. again.,họdụwia ahụ dị ọhụrụ.
agriculture,Kindly The farmer always planted yam. immediately.,Onye ọrụ ugbo kụrụ ji.
technology,Chinedu uses a software.,Chinedu na-eji sọftụwia.
technology,Please Chinedu really uses a software. now.,Chinedu na-eji sọftụwia.
food,Mary cooked meat.,Mary siri anụ.
food,Please Mary sometimes cooked meat. carefully.,Mary siri anụ.
health,Today John visited the always hospital today. now.,John gara ụlọ ọgwụ taa.
transportation,Grace travelled to Nigeria.,Grace gara Naịjirịa.
transportation,Kindly Grace sometimes travelled to Nigeria. immediately.,Grace gara Naịjirịa.
government,Grace met the senator.,Grace zutere senetọ.
government,Tomorrow Grace sometimes met the senator. now.,Grace zutere senetọ.
technology,Tomorrow The internet is new.,ịntanet ahụ dị ọhụrụ.
business,David sold the book.,David rere akwụkwọ.
business,Quickly David sold sometimes the book. again.,David rere akwụkwọ.
agriculture,Kindly The sometimes farmer planted maize. carefully.,Onye ọrụ ugbo kụrụ ọka.
weather,Now There is very weather today. again.,ihu igwe dị taa.
food,Now Chioma really cooked soup. immediately.,Chioma siri ofe.
food,Chinedu cooked soup.,Chinedu siri ofe.
food,Kindly Chinedu often cooked soup. immediately.,Chinedu siri ofe.
general,Emeka has a chair.,Emeka nwere oche.
general,Please Emeka often has a chair. carefully.,Emeka nwere oche.
education,Now Chioma studies in really the examination. immediately.,Chioma na-amụ na ule.
agriculture,Now maize really grows well. again.,ọka na-eto nke ọma.
health,Now The doctor often treated flu. again.,Dọkịta gwọrọ oyi.
education,Tomorrow Emeka studies often in the teacher. today.,Emeka na-amụ na onye nkuzi.
food,Kindly egg really tastes good. immediately.,akwa na-atọ ụtọ.
technology,Chioma uses a mouse.,Chioma na-eji maụs.
technology,Kindly Chioma uses always a mouse. carefully.,Chioma na-eji maụs.
government,Today The very senator announced a meeting. immediately.,senetọ kwupụtara nzukọ.
business,Today The trader really visited Onitsha.,Onye ahịa gara Ọnịcha.
general,Kindly The computer always is small. today.,kọmputa ahụ dị obere.
health,Quickly John really has diabetes. today.,John nwere shuga.
technology,Ada repaired the keyboard.,Ada rụziri kiibọdụ.
technology,Tomorrow Ada often repaired the keyboard. today.,Ada rụziri kiibọdụ.
weather,Today The cloud very is changing. carefully.,igwe ojii na-agbanwe.
business,Chioma sold the computer.,Chioma rere kọmputa.
business,Today Chioma sold the computer. carefully.,Chioma rere kọmputa.
agriculture,Kindly cassava very grows well. again.,akpụ na-eto nke ọma.
health,Now Peter very has typhoid. immediately.,Peter nwere taịfọd.
business,Now The really trader visited Lagos. today.,Onye ahịa gara Lagos.
technology,Quickly The often database is new. again.,ụlọ nchekwa data ahụ dị ọhụrụ.
food,Mary cooked bread.,Mary siri achịcha.
food,Please Mary always cooked bread.,Mary siri achịcha.
technology,Tomorrow Chioma often repaired the computer. now.,Chioma rụziri kọmputa.
health,Please The doctor treated diabetes.,Dọkịta gwọrọ shuga.
agriculture,Emeka harvested tomato.,Emeka kpọrọ tomato.
agriculture,Now Emeka always harvested tomato. carefully.,Emeka kpọrọ tomato.
weather,Now There often is weather today. again.,ihu igwe dị taa.
business,Now The trader really visited Onitsha.,Onye ahịa gara Ọnịcha.
transportation,Grace boarded a bicycle.,Grace banyere igwe kwụ otu ebe.
transportation,Quickly Grace boarded sometimes a bicycle. now.,Grace banyere igwe kwụ otu ebe.
technology,Kindly Chinedu uses always a software.,Chinedu na-eji sọftụwia.
government,Mary met the governor.,Mary zutere gọvanọ.
government,Please Mary met the governor. now.,Mary zutere gọvanọ.
food,Quickly Grace really cooked meat.,Grace siri anụ.
food,Now soup really tastes good. again.,ofe na-atọ ụtọ.
education,Today Every mechanic very needs education.,onye nrụzi ụgbọala niile chọrọ agụmakwụkwọ.
government,Please Peter met the minister.,Peter zutere mịnista.
agriculture,Grace harvested pepper.,Grace kpọrọ ose.
agriculture,Grace often harvested pepper. now.,Grace kpọrọ ose.
education,Quickly Every tailor always needs education. now.,onye akwa niile chọrọ agụmakwụkwọ.
technology,Quickly Chioma uses always a computer. today.,Chioma na-eji kọmputa.
transportation,Emeka travelled to Owerri.,Emeka gara Owerri.
transportation,Now Emeka travelled to Owerri. immediately.,Emeka gara Owerri.
education,Quickly Every always doctor needs education. immediately.,dọkịta niile chọrọ agụmakwụkwọ.
health,Kindly The very doctor treated flu. immediately.,Dọkịta gwọrọ oyi.
business,David sold the bag. again.,David rere akpa.
transportation,Tomorrow Chinedu boarded always a airport. now.,Chinedu banyere ọdụ ụgbọ elu.
health,Today The doctor sometimes treated diabetes. carefully.,Dọkịta gwọrọ shuga.
weather,Tomorrow The sometimes cloud is changing.,igwe ojii na-agbanwe.
food,Please Grace often cooked garri. now.,Grace siri garri.
food,Obinna ate garri.,Obinna riri garri.
food,Kindly Obinna sometimes ate garri.,Obinna riri garri.
education,Please Peter studies in the student. again.,Peter na-amụ na nwa akwụkwọ.
health,Today Grace really has malaria. again.,Grace nwere iba.
health,Quickly John really has diabetes. carefully.,John nwere shuga.
weather,Today The cloud often is changing. now.,igwe ojii na-agbanwe.
agriculture,Now cassava very grows well.,akpụ na-eto nke ọma.
transportation,Today John sometimes boarded a motorcycle. carefully.,John banyere ọkada.
business,Quickly The sometimes trader visited Owerri. now.,Onye ahịa gara Owerri.
food,Emeka cooked cassava.,Emeka siri akpụ.
food,Now Emeka cooked cassava. today.,Emeka siri akpụ.
transportation,John travelled to Onitsha.,John gara Ọnịcha.
transportation,Now John very travelled to Onitsha.,John gara Ọnịcha.
weather,Quickly The sun sometimes is changing.,anwụ na-agbanwe.
agriculture,Kindly vegetable always grows well. immediately.,akwukwo nri na-eto nke ọma.
food,Tomorrow John often cooked fish.,John siri azụ.
food,Kindly Emeka often ate beans. now.,Emeka riri agwa.
transportation,The bus arrived early. today.,bọs rutere n'oge.
general,Obinna is a teacher.,Obinna bụ onye nkuzi.
general,Now Obinna is a teacher. carefully.,Obinna bụ onye nkuzi.
weather,Please Obinna often likes the sun. immediately.,Obinna hụrụ anwụ n'anya.
weather,Kindly The sun is changing. carefully.,anwụ na-agbanwe.
technology,Grace uses a website.,Grace na-eji weebụsaịtị.
technology,Quickly Grace uses really a website. today.,Grace na-eji weebụsaịtị.
transportation,Now The always car arrived early. now.,ụgbọala rutere n'oge.
government,Mary met the election.,Mary zutere ntuli aka.
government,Quickly Mary often met the election.,Mary zutere ntuli aka.
food,Kindly garri very tastes good. carefully.,garri na-atọ ụtọ.
agriculture,The very farmer planted yam. again.,Onye ọrụ ugbo kụrụ ji.
agriculture,Ada harvested cassava.,Ada kpọrọ akpụ.
agriculture,Kindly Ada often harvested cassava.,Ada kpọrọ akpụ.
health,Please Chinedu visited sometimes the hospital today.,Chinedu gara ụlọ ọgwụ taa.
technology,Tomorrow The keyboard very is new. today.,kiibọdụ ahụ dị ọhụrụ.
weather,Kindly There is often cloud today. immediately.,igwe ojii dị taa.
health,Chioma always has typhoid. today.,Chioma nwere taịfọd.
education,Today The examination always is open. carefully.,ule meghere.
health,Ada has flu.,Ada nwere oyi.
health,Now Ada always has flu. carefully.,Ada nwere oyi.
health,Tomorrow Obinna sometimes has cholera. now.,Obinna nwere kọlera.
government,Today The president announced very a meeting. carefully.,onye isi ala kwupụtara nzukọ.
health,Today The doctor often treated fever. now.,Dọkịta gwọrọ ahụ ọkụ.
education,Today Emeka studies often in the teacher. today.,Emeka na-amụ na onye nkuzi.
technology,Quickly The mouse often is new. now.,maụs ahụ dị ọhụrụ.
agriculture,Kindly Emeka always harvested cocoyam. now.,Emeka kpọrọ ede.
food,Quickly Chinedu really ate bread. carefully.,Chinedu riri achịcha.
food,Chinedu cooked beans.,Chinedu siri agwa.
food,Please Chinedu often cooked beans.,Chinedu siri agwa.
business,Today The trader visited Onitsha. today.,Onye ahịa gara Ọnịcha.
weather,Now There is sometimes cloud today. again.,igwe ojii dị taa.
general,Emeka is a programmer.,Emeka bụ onye mmemme kọmputa.
general,Quickly Emeka really is a programmer. now.,Emeka bụ onye mmemme kọmputa.
transportation,Today Grace sometimes travelled to Owerri. now.,Grace gara Owerri.
education,Quickly The really assignment is open. carefully.,ọrụ ụlọ meghere.
health,Now The sometimes doctor treated flu.,Dọkịta gwọrọ oyi.
health,Now Emeka visited very the hospital today. carefully.,Emeka gara ụlọ ọgwụ taa.
transportation,Quickly The road often arrived early.,ụzọ rutere n'oge.
technology,Quickly The always keyboard is new.,kiibọdụ ahụ dị ọhụrụ.
technology,Quickly Obinna often repaired the database. now.,Obinna rụziri ụlọ nchekwa data.
food,Ada cooked garri.,Ada siri garri.
food,Today Ada sometimes cooked garri. today.,Ada siri garri.
food,Obinna ate rice.,Obinna riri osikapa.
food,Kindly Obinna ate rice. today.,Obinna riri osikapa.
health,Kindly The doctor really treated diabetes. now.,Dọkịta gwọrọ shuga.
general,Today Peter always will write tomorrow. immediately.,Peter ga dee echi.
business,John sold the bag.,John rere akpa.
business,Kindly John sold often the bag. immediately.,John rere akpa.
weather,Please There is really wind today. immediately.,ifufe dị taa.
business,Quickly The trader very visited Enugu. carefully.,Onye ahịa gara Enugu.
business,Ada sold the book.,Ada rere akwụkwọ.
business,Kindly Ada sold really the book.,Ada rere akwụkwọ.
food,Chioma ate rice.,Chioma riri osikapa.
food,Please Chioma ate rice.,Chioma riri osikapa.
general,Emeka lives in Lagos.,Emeka bi na Lagos.
general,Kindly Emeka lives always in Lagos. today.,Emeka bi na Lagos.
transportation,Mary travelled to Kano.,Mary gara Kano.
transportation,Quickly Mary travelled to Kano. carefully.,Mary gara Kano.
agriculture,Now The farmer planted cocoyam. carefully.,Onye ọrụ ugbo kụrụ ede.
government,Now The election often was peaceful. today.,Ntuli aka gara nke ọma.
government,Kindly The senator announced sometimes a meeting. today.,senetọ kwupụtara nzukọ.
government,Kindly The very senator announced a meeting. now.,senetọ kwupụtara nzukọ.
business,Quickly Emeka really bought soup. immediately.,Emeka zụtara ofe.
government,Quickly The election sometimes was peaceful. carefully.,Ntuli aka gara nke ọma.
education,Quickly Every soldier always needs education. immediately.,onye agha niile chọrọ agụmakwụkwọ.
technology,Grace repaired the internet.,Grace rụziri ịntanet.
technology,Kindly Grace repaired always the internet. again.,Grace rụziri ịntanet.
technology,Kindly Ada very uses a mouse. now.,Ada na-eji maụs.
technology,John uses a mouse.,John na-eji maụs.
technology,Please John uses really a mouse. now.,John na-eji maụs.
health,Emeka has malaria.,Emeka nwere iba.
health,Quickly Emeka very has malaria.,Emeka nwere iba.
transportation,Kindly Peter travelled really to Lagos. again.,Peter gara Lagos.
education,Quickly The really classroom is open. today.,ụlọ klas meghere.
technology,Quickly Mary repaired often the website. immediately.,Mary rụziri weebụsaịtị.
agriculture,Emeka harvested rice.,Emeka kpọrọ osikapa.
agriculture,Emeka very harvested rice. today.,Emeka kpọrọ osikapa.
agriculture,Now The sometimes farmer planted rice. now.,Onye ọrụ ugbo kụrụ osikapa.
technology,Today The mouse sometimes is new. today.,maụs ahụ dị ọhụrụ.
transportation,Grace boarded often a bicycle. now.,Grace banyere igwe kwụ otu ebe.
health,Quickly Obinna really has flu. carefully.,Obinna nwere oyi.
weather,Kindly The cloud always is changing. carefully.,igwe ojii na-agbanwe.
transportation,Grace travelled to Kano.,Grace gara Kano.
transportation,Please Grace always travelled to Kano. today.,Grace gara Kano.
transportation,Please The car very arrived early.,ụgbọala rutere n'oge.
transportation,Grace boarded a airport. carefully.,Grace banyere ọdụ ụgbọ elu.
general,Quickly The computer is new. carefully.,kọmputa ahụ dị ọhụrụ.
food,Tomorrow cassava often tastes good. immediately.,akpụ na-atọ ụtọ.
education,Quickly The assignment always is open. today.,ọrụ ụlọ meghere.
technology,Please The mouse often is new. carefully.,maụs ahụ dị ọhụrụ.
education,The student sometimes is open. today.,nwa akwụkwọ meghere.
food,Tomorrow bread very tastes good. carefully.,achịcha na-atọ ụtọ.
agriculture,Now The farmer planted maize. immediately.,Onye ọrụ ugbo kụrụ ọka.
education,David often studies in the library. today.,David na-amụ na ọba akwụkwọ.
technology,Ada always uses a internet. today.,Ada na-eji ịntanet.
weather,There always is storm today. again.,oke ifufe dị taa.
weather,Kindly There sometimes is sun today. again.,anwụ dị taa.
transportation,Kindly Grace travelled always to Abuja. carefully.,Grace gara Abuja.
business,Tomorrow Emeka really bought rice. now.,Emeka zụtara osikapa.
weather,Quickly David very likes the weather. immediately.,David hụrụ ihu igwe n'anya.
transportation,Emeka boarded very a airport. immediately.,Emeka banyere ọdụ ụgbọ elu.
weather,Peter likes the wind. again.,Peter hụrụ ifufe n'anya.
general,John will sell tomorrow.,John ga ree echi.
general,Kindly John will really sell tomorrow. carefully.,John ga ree echi.
agriculture,Ada harvested yam.,Ada kpọrọ ji.
agriculture,Ada sometimes harvested yam. now.,Ada kpọrọ ji.
technology,Now The software sometimes is new. immediately.,sọftụwia ahụ dị ọhụrụ.
food,Grace ate yam.,Grace riri ji.
food,Quickly Grace really ate yam. immediately.,Grace riri ji.
education,Kindly Every teacher needs education. now.,onye nkuzi niile chọrọ agụmakwụkwọ.
education,Now The examination very is open. now.,ule meghere.
business,Mary bought yam.,Mary zụtara ji.
business,Now Mary often bought yam. again.,Mary zụtara ji.
transportation,Today Ada really boarded a car. immediately.,Ada banyere ụgbọala.
agriculture,Today pepper sometimes grows well. again.,ose na-eto nke ọma.
food,Now Ada often ate fish. immediately.,Ada riri azụ.
food,Please cassava always tastes good. today.,akpụ na-atọ ụtọ.
agriculture,Chioma harvested vegetable.,Chioma kpọrọ akwukwo nri.
agriculture,Tomorrow Chioma really harvested vegetable. immediately.,Chioma kpọrọ akwukwo nri.
business,Tomorrow The very trader visited Abuja. again.,Onye ahịa gara Abuja.
education,Quickly Every mechanic sometimes needs education. now.,onye nrụzi ụgbọala niile chọrọ agụmakwụkwọ.
technology,Today The often website is new. immediately.,weebụsaịtị ahụ dị ọhụrụ.
general,John is a trader.,John bụ onye ahịa.
general,Today John very is a trader. carefully.,John bụ onye ahịa.
weather,Quickly There often is sun today.,anwụ dị taa.
food,Grace cooked rice.,Grace siri osikapa.
food,Please Grace really cooked rice. today.,Grace siri osikapa.
education,Now The very examination is open. again.,ule meghere.
food,Tomorrow Chioma sometimes ate cassava. again.,Chioma riri akpụ.
food,Today yam often tastes good. today.,ji na-atọ ụtọ.
transportation,Peter travelled to Abuja.,Peter gara Abuja.
transportation,Now Peter always travelled to Abuja. again.,Peter gara Abuja.
transportation,Peter boarded a motorcycle.,Peter banyere ọkada.
transportation,Kindly Peter always boarded a motorcycle. now.,Peter banyere ọkada.
food,Quickly soup really tastes good. now.,ofe na-atọ ụtọ.
weather,David likes the sun.,David hụrụ anwụ n'anya.
weather,Today David likes very the sun.,David hụrụ anwụ n'anya.
weather,Quickly There really is wind today. today.,ifufe dị taa.
education,Kindly Chioma studies in always the library. today.,Chioma na-amụ na ọba akwụkwọ.
weather,Quickly There is really weather today. now.,ihu igwe dị taa.
food,Quickly soup sometimes tastes good.,ofe na-atọ ụtọ.
agriculture,Today The very farmer planted tomato. carefully.,Onye ọrụ ugbo kụrụ tomato.
technology,Peter really repaired the computer. immediately.,Peter rụziri kọmputa.
transportation,Please Chinedu always boarded a airport.,Chinedu banyere ọdụ ụgbọ elu.
agriculture,Quickly David harvested rice. today.,David kpọrọ osikapa.
weather,Quickly The sun always is changing. immediately.,anwụ na-agbanwe.
food,Kindly cassava tastes good. immediately.,akpụ na-atọ ụtọ.
weather,Mary likes the rain.,Mary hụrụ mmiri ozuzo n'anya.
weather,Tomorrow Mary sometimes likes the rain. today.,Mary hụrụ mmiri ozuzo n'anya.
transportation,Now The bus arrived early. today.,bọs rutere n'oge.
education,Mary studies in the teacher.,Mary na-amụ na onye nkuzi.
education,Now Mary sometimes studies in the teacher. carefully.,Mary na-amụ na onye nkuzi.
food,Quickly Mary always cooked garri. immediately.,Mary siri garri.
weather,Please There often is cloud today. immediately.,igwe ojii dị taa.
education,Today The student sometimes is open. now.,nwa akwụkwọ meghere.
general,The sometimes table is new.,tebụl ahụ dị ọhụrụ.
transportation,Kindly Emeka travelled very to Owerri. now.,Emeka gara Owerri.
business,Obinna bought beans.,Obinna zụtara agwa.
business,Tomorrow Obinna very bought beans. immediately.,Obinna zụtara agwa.
agriculture,Please The farmer often planted yam. now.,Onye ọrụ ugbo kụrụ ji.
business,Grace sold the bag.,Grace rere akpa.
business,Please Grace often sold the bag. again.,Grace rere akpa.
health,Mary has fever.,Mary nwere ahụ ọkụ.
health,Today Mary often has fever. immediately.,Mary nwere ahụ ọkụ.
agriculture,Tomorrow Mary always harvested tomato. carefully.,Mary kpọrọ tomato.
government,Tomorrow Obinna met sometimes the government. again.,Obinna zutere gọọmenti.
general,Ada lives in Owerri.,Ada bi na Owerri.
general,Quickly Ada lives in Owerri. now.,Ada bi na Owerri.
agriculture,Please pepper often grows well.,ose na-eto nke ọma.
government,Please John often met the senator. carefully.,John zutere senetọ.
business,Kindly The trader always visited Onitsha. today.,Onye ahịa gara Ọnịcha.
technology,Quickly Ada uses sometimes a mouse. again.,Ada na-eji maụs.
agriculture,Quickly The very farmer planted rice. carefully.,Onye ọrụ ugbo kụrụ osikapa.
food,Chinedu ate soup.,Chinedu riri ofe.
food,Please Chinedu always ate soup.,Chinedu riri ofe.
transportation,Kindly Ada sometimes boarded a motorcycle. carefully.,Ada banyere ọkada.
education,Every electrician needs education.,onye ọkụ eletrik niile chọrọ agụmakwụkwọ.
education,Every always electrician needs education.,onye ọkụ eletrik niile chọrọ agụmakwụkwọ.
business,Please The often trader visited Owerri. again.,Onye ahịa gara Owerri.
government,Kindly The government always announced a meeting.,gọọmenti kwupụtara nzukọ.
general,Ada has a computer.,Ada nwere kọmputa.
general,Today Ada has really a computer. again.,Ada nwere kọmputa.
business,Today The trader often visited Onitsha. again.,Onye ahịa gara Ọnịcha.
health,Kindly The doctor often treated diabetes. carefully.,Dọkịta gwọrọ shuga.
business,Today The trader often visited Lagos. again.,Onye ahịa gara Lagos.
government,Ada met the government.,Ada zutere gọọmenti.
government,Today Ada always met the government.,Ada zutere gọọmenti.
food,yam tastes good. today.,ji na-atọ ụtọ.
transportation,Chinedu travelled to Lagos.,Chinedu gara Lagos.
transportation,Now Chinedu always travelled to Lagos.,Chinedu gara Lagos.
food,Peter cooked meat.,Peter siri anụ.
food,Tomorrow Peter often cooked meat. now.,Peter siri anụ.
weather,The cloud is changing. again.,igwe ojii na-agbanwe.
education,Chinedu studies in the teacher.,Chinedu na-amụ na onye nkuzi.
education,Kindly Chinedu studies in often the teacher. immediately.,Chinedu na-amụ na onye nkuzi.
business,The trader visited Enugu. today.,Onye ahịa gara Enugu.
technology,Tomorrow Emeka repaired often the internet. immediately.,Emeka rụziri ịntanet.
general,Tomorrow David lives always in Abuja. carefully.,David bi na Abuja.
agriculture,Kindly The farmer really planted vegetable.,Onye ọrụ ugbo kụrụ akwukwo nri.
general,Emeka works well.,Emeka na-arụ ọrụ nke ọma.
general,Quickly Emeka really works well. carefully.,Emeka na-arụ ọrụ nke ọma.
general,Peter is a programmer.,Peter bụ onye mmemme kọmputa.
general,Kindly Peter is a programmer. carefully.,Peter bụ onye mmemme kọmputa.
health,Quickly The doctor treated malaria. immediately.,Dọkịta gwọrọ iba.
transportation,Emeka boarded very a car. immediately.,Emeka banyere ụgbọala.
general,Chioma works carefully.,Chioma na-arụ ọrụ nlezianya.
general,Today Chioma works carefully. now.,Chioma na-arụ ọrụ nlezianya.
weather,Please The really rain is changing. again.,mmiri ozuzo na-agbanwe.
technology,Quickly Emeka uses a database. now.,Emeka na-eji ụlọ nchekwa data.
business,Quickly The trader sometimes visited Owerri. carefully.,Onye ahịa gara Owerri.
weather,Now There sometimes is rain today.,mmiri ozuzo dị taa.
transportation,Quickly Chinedu sometimes travelled to Owerri. carefully.,Chinedu gara Owerri.
general,Peter works slowly.,Peter na-arụ ọrụ nwayọọ.
general,Tomorrow Peter works slowly. immediately.,Peter na-arụ ọrụ nwayọọ.
government,Kindly The election was peaceful. now.,Ntuli aka gara nke ọma.
food,Peter cooked egg.,Peter siri akwa.
food,Please Peter really cooked egg. again.,Peter siri akwa.
general,Peter is a mechanic.,Peter bụ onye nrụzi ụgbọala.
general,Peter is sometimes a mechanic. now.,Peter bụ onye nrụzi ụgbọala.
education,Please The assignment is open.,ọrụ ụlọ meghere.
weather,Peter likes the storm.,Peter hụrụ oke ifufe n'anya.
weather,Please Peter very likes the storm. again.,Peter hụrụ oke ifufe n'anya.
government,Ada met really the election. carefully.,Ada zutere ntuli aka.
agriculture,Today cassava really grows well. immediately.,akpụ na-eto nke ọma.
business,Chioma bought garri.,Chioma zụtara garri.
business,Now Chioma often bought garri. now.,Chioma zụtara garri.
education,Quickly Peter studies in the library. now.,Peter na-amụ na ọba akwụkwọ.
business,Grace often sold the book. today.,Grace rere akwụkwọ.
technology,Quickly The mouse really is new.,maụs ahụ dị ọhụrụ.
transportation,The airport sometimes arrived early. now.,ọdụ ụgbọ elu rutere n'oge.
education,Quickly The assignment is open. again.,ọrụ ụlọ meghere.
business,Peter bought yam.,Peter zụtara ji.
business,Please Peter very bought yam.,Peter zụtara ji.
weather,Today There really is cloud today. today.,igwe ojii dị taa.
agriculture,Peter harvested cocoyam.,Peter kpọrọ ede.
agriculture,Tomorrow Peter very harvested cocoyam. immediately.,Peter kpọrọ ede.
business,Chioma bought egg.,Chioma zụtara akwa.
business,Today Chioma really bought egg. today.,Chioma zụtara akwa.
transportation,Now Peter travelled often to Owerri. today.,Peter gara Owerri.
general,Emeka has a table.,Emeka nwere tebụl.
general,Today Emeka has a table. now.,Emeka nwere tebụl.
education,Today The classroom is open. immediately.,ụlọ klas meghere.
weather,Obinna likes the weather.,Obinna hụrụ ihu igwe n'anya.
weather,Now Obinna likes the weather. today.,Obinna hụrụ ihu igwe n'anya.
health,Please The doctor often treated cholera. again.,Dọkịta gwọrọ kọlera.
education,Kindly Every trader sometimes needs education. today.,onye ahịa niile chọrọ agụmakwụkwọ.
technology,Today Emeka often uses a database. now.,Emeka na-eji ụlọ nchekwa data.
transportation,The sometimes road arrived early.,ụzọ rutere n'oge.
government,Today The president really announced a meeting. carefully.,onye isi ala kwupụtara nzukọ.
health,Please Ada visited the sometimes hospital today.,Ada gara ụlọ ọgwụ taa.
business,The trader visited Onitsha. again.,Onye ahịa gara Ọnịcha.
health,Please Peter visited the hospital today. immediately.,Peter gara ụlọ ọgwụ taa.
government,Today The election sometimes was peaceful. carefully.,Ntuli aka gara nke ọma.
food,John ate rice.,John riri osikapa.
food,Now John really ate rice. today.,John riri osikapa.
weather,Please The wind is changing. immediately.,ifufe na-agbanwe.
business,Please Ada often bought meat. carefully.,Ada zụtara anụ.
food,Kindly bread tastes good. now.,achịcha na-atọ ụtọ.
transportation,Kindly Ada really travelled to Kano.,Ada gara Kano.
government,Kindly Mary always met the minister.,Mary zutere mịnista.
agriculture,Tomorrow pepper often grows well. now.,ose na-eto nke ọma.
technology,Tomorrow The really mouse is new. carefully.,maụs ahụ dị ọhụrụ.
general,Now Grace has often a table. again.,Grace nwere tebụl.
technology,Grace repaired the computer.,Grace rụziri kọmputa.
technology,Now Grace always repaired the computer. again.,Grace rụziri kọmputa.
health,Kindly The very doctor treated flu. today.,Dọkịta gwọrọ oyi.
food,Kindly cassava very tastes good. again.,akpụ na-atọ ụtọ.
transportation,Chinedu always travelled to Nigeria.,Chinedu gara Naịjirịa.
general,The bag is fast.,akpa ahụ dị ngwa ngwa.
general,Please The sometimes bag is fast. immediately.,akpa ahụ dị ngwa ngwa.
weather,Quickly The sun is changing. again.,anwụ na-agbanwe.
weather,Now Emeka likes the weather.,Emeka hụrụ ihu igwe n'anya.
health,Now John visited the often hospital today.,John gara ụlọ ọgwụ taa.
general,Peter lives in Owerri.,Peter bi na Owerri.
general,Now Peter very lives in Owerri. immediately.,Peter bi na Owerri.
health,Now David visited the really hospital today. again.,David gara ụlọ ọgwụ taa.
government,Tomorrow Ada met the minister. now.,Ada zutere mịnista.
general,Kindly David really works carefully. again.,David na-arụ ọrụ nlezianya.
